asset,feature,lag,pearson_r,pearson_p,spearman_r,spearman_p,n,oos_delta_accuracy,oos_median_delta,oos_folds,oos_positive_folds,pearson_q,oos_positive_rate,status,evidence_score
AMZN,macro_us10y_change_5d,5,-0.005856749648325169,0.7850089627397371,-0.0036827667463608872,0.8638022514867355,2172,-0.012698412698412704,-0.007936507936507964,10,3,0.9431526001539491,0.3,REMOVE,4.5
AMZN,macro_us2y_change_1d,0,-0.018348484978828516,0.391734149415275,-0.013586216211073622,0.5259778310641001,2181,-0.023015873015873028,-0.011904761904761918,10,3,0.8176102659814226,0.3,REMOVE,4.5
AMZN,macro_us2y_change_1d,5,-0.02967441289743588,0.16643504226079753,-0.02443672644608842,0.25452378444585755,2176,-0.0007936507936508131,-0.007936507936507908,10,3,0.7433862032586501,0.3,REMOVE,4.5
AMZN,macro_us2y_change_1d,10,0.0025974820595392836,0.9037246525685101,-0.003998795187210831,0.8522775215842938,2171,-0.011904761904761908,-0.011904761904761918,10,3,0.9611946121890618,0.3,REMOVE,4.5
AMZN,macro_unemployment_level,2,0.016899457291718944,0.43555366430043835,0.004903881176631124,0.8210107137761521,2131,-0.010317460317460314,-0.007936507936507908,10,3,0.8560557980850949,0.3,REMOVE,4.5
AMZN,macro_unemployment_level,20,0.013869608336255093,0.5239926638680112,-0.0006056009156099248,0.9778045841972418,2113,-0.00793650793650793,-0.01190476190476189,10,3,0.8912772413455892,0.3,REMOVE,4.5
AMZN,macro_unemployment_change,1,0.023080218271768625,0.29019978247919404,0.0208637941314668,0.33902706580389436,2102,-0.004761904761904778,-0.003968253968253954,10,3,0.7472016676338081,0.3,REMOVE,4.5
AMZN,macro_unemployment_change,3,0.023088213673673332,0.2902625290756341,0.03757200533460615,0.0851876569324385,2100,-0.0015873015873015873,0.0,10,3,0.7472016676338081,0.3,REMOVE,4.5
AMZN,macro_yield_curve_change_5d,5,0.02506995819366253,0.24285139628609942,0.027950908611556965,0.1928655211319094,2172,-0.008730158730158727,-0.003968253968253954,10,3,0.7472016676338081,0.3,REMOVE,4.5
AMZN,macro_fed_funds_change_5d,2,0.014187507510545282,0.5084108255239328,0.01993487763565191,0.35275504125307394,2175,-0.007936507936507953,-0.003968253968253954,10,2,0.8897189446668824,0.2,REMOVE,3.0
